Date,UserID,Product,Count,Price
2024-01-05,1668138,Компьютер Apple MS-49649,279,10440
2024-03-05,168315,Видеокамера Samsung MS-463345,257,25253
2024-06-01,53524,Ноутбук Samsung PR-419366,307,11505
2024-06-07,2727775,Видеокамера Xiaomi WF-137119,179,42265
2024-06-10,51277,Компьютер Samsung WF-371308,358,74865
2024-01-03,2024921,Телевизор Xiaomi NT-104350,113,70785
2024-06-08,1237498,Компьютер Huawei PR-281601,5,42313
2024-03-07,2670078,Телевизор Lenovo WF-270506,327,22886
2024-07-12,683349,Стереосистема Lenovo NT-148856,349,66216
2024-03-10,2451173,Видеокамера Xiaomi WF-420426,341,44889
2024-06-07,2229204,Компьютер Apple PR-50770,93,72641
2024-05-04,842851,Телевизор Huawei ML-140831,168,50019
2024-05-13,2259414,Ноутбук Huawei NT-24441,411,51121
2024-01-13,1256891,Ноутбук Lenovo NT-240200,438,56131
2024-06-10,788946,Телевизор Samsung PR-415541,342,74793
2024-04-04,1632646,Компьютер Xiaomi DL-116584,345,68542
2024-05-10,2276076,Компьютер Huawei DL-81804,49,77929
2024-01-12,2433692,Ноутбук Samsung NT-471956,247,58994
2024-03-06,2749648,Стереосистема Lenovo DL-224816,42,56510
2024-03-03,1128917,Стереосистема Xiaomi ML-196710,233,54053
2024-07-11,337290,Компьютер Lenovo MS-316763,294,46478
2024-03-12,2875191,Ноутбук Apple PR-375912,240,34757
2024-07-09,1280715,Компьютер Honor ML-441881,220,57168
2024-06-03,964947,Видеокамера Apple MS-8369,337,43017
2024-03-03,2550270,Ноутбук Honor WF-462675,274,23348
2024-02-07,385268,Стереосистема Lenovo MS-97680,480,18089
2024-04-11,909032,Телевизор Huawei DL-260975,401,38880
2024-05-03,2850026,Видеокамера Samsung PR-273018,381,45219
2024-04-06,1400220,Стереосистема Xiaomi WF-481924,480,37733
2024-06-05,2964104,Телевизор Xiaomi DL-72366,496,54365
2024-02-04,3857,Компьютер Samsung ML-68267,323,29320
2024-04-09,253448,Видеокамера Apple ML-190906,149,26136
2024-03-03,204323,Телевизор Huawei NT-444624,39,57274
2024-04-13,2094921,Компьютер Apple NT-248638,350,71165
2024-04-02,2154662,Ноутбук Honor ML-197436,409,56302
2024-07-02,966836,Телевизор Huawei DL-148552,9,54436
2024-03-04,2875536,Ноутбук Xiaomi MS-442775,135,33465
2024-06-08,119585,Стереосистема Apple DL-309231,240,10383
2024-04-05,283183,Компьютер Lenovo NT-72691,375,75904
2024-04-13,1594268,Телевизор Xiaomi ML-421642,447,79341
2024-06-09,91960,Ноутбук Honor DL-182033,405,37954
2024-02-03,862021,Ноутбук Lenovo PR-472931,487,34521
2024-07-04,2371755,Ноутбук Huawei ML-245941,373,39230
2024-06-06,458639,Компьютер Lenovo NT-74053,175,34906
2024-04-13,2944067,Ноутбук Huawei MS-41321,182,28318
2024-06-02,2271192,Компьютер Apple PR-37869,47,14795
2024-06-07,1442923,Компьютер Honor NT-202324,380,44469
2024-01-04,834137,Телевизор Apple MS-304267,447,27750
2024-04-03,2179122,Компьютер Lenovo ML-118239,457,23783
2024-02-03,1957000,Ноутбук Lenovo NT-492172,337,26939
2024-06-13,1037720,Стереосистема Huawei MS-348597,31,30969
2024-06-10,1004596,Ноутбук Lenovo WF-123731,179,37580
2024-02-04,2723827,Ноутбук Samsung DL-14431,462,11998
2024-07-05,2221055,Видеокамера Lenovo PR-117331,256,62846
2024-04-05,34259,Компьютер Xiaomi MS-37862,88,38774
2024-05-13,1318965,Видеокамера Lenovo NT-10508,292,18439
2024-01-07,1152804,Телевизор Honor ML-220344,36,16772
2024-07-13,1451069,Стереосистема Lenovo DL-257778,305,67410
2024-04-05,73620,Видеокамера Xiaomi PR-298111,19,24851
2024-04-03,1995973,Компьютер Apple ML-35552,397,43302
2024-05-08,725807,Стереосистема Xiaomi MS-326215,227,59686
2024-05-09,549807,Компьютер Honor WF-172242,82,77935
2024-04-05,2000375,Стереосистема Honor DL-414208,214,77195
2024-07-05,2648722,Стереосистема Samsung ML-13234,192,15713
2024-07-05,1034745,Видеокамера Huawei PR-478450,140,39713
2024-04-07,1720332,Стереосистема Huawei ML-440540,275,71354
2024-06-08,1514838,Телевизор Honor MS-290249,383,44155
2024-04-08,2799486,Видеокамера Samsung ML-57554,262,50389
2024-02-13,498524,Видеокамера Lenovo DL-241221,366,66748
2024-04-09,1509850,Компьютер Apple PR-104846,249,73849
2024-04-01,2703690,Видеокамера Xiaomi DL-367813,71,24535
2024-05-08,548761,Стереосистема Samsung PR-242417,435,69805
2024-06-04,667925,Ноутбук Xiaomi MS-11189,349,22986
2024-05-04,1004143,Стереосистема Huawei WF-295953,349,20774
2024-04-05,882451,Ноутбук Lenovo DL-482640,150,26306
2024-04-04,1002332,Телевизор Xiaomi MS-19634,372,26489
2024-04-06,2240905,Телевизор Lenovo DL-471031,384,48484
2024-04-10,2083466,Телевизор Huawei DL-99282,304,50911
2024-06-01,512541,Телевизор Honor DL-457295,38,38823
2024-05-07,2039741,Компьютер Apple PR-14250,294,60021
2024-03-07,1407639,Стереосистема Huawei MS-259364,131,39911
2024-04-06,1830767,Видеокамера Xiaomi ML-159094,437,70907
2024-04-08,2159748,Телевизор Lenovo MS-496243,99,48531
2024-05-05,674193,Телевизор Huawei WF-10693,392,53789
2024-04-01,936831,Компьютер Lenovo ML-257567,416,30284
2024-03-02,2004202,Видеокамера Huawei PR-242716,436,78178
2024-02-05,2020529,Видеокамера Samsung DL-415502,319,21596
2024-07-03,1415675,Стереосистема Honor NT-68057,397,57197
2024-03-09,2586330,Стереосистема Honor ML-268421,385,23335
2024-04-06,2761609,Телевизор Lenovo WF-362027,272,47633
2024-02-13,391628,Компьютер Honor WF-344558,204,75009
2024-01-08,1340145,Ноутбук Lenovo NT-283213,244,21999
2024-02-08,308659,Видеокамера Honor DL-225856,433,29184
2024-07-06,609037,Компьютер Xiaomi WF-321137,231,41482
2024-05-08,460063,Компьютер Honor ML-367739,389,75791
2024-03-01,2088972,Компьютер Xiaomi MS-178838,97,10424
2024-01-07,1894929,Стереосистема Apple DL-376849,221,33737
2024-06-13,192459,Компьютер Honor NT-449228,370,75256
2024-03-10,996964,Стереосистема Huawei ML-250714,178,50476
2024-02-07,1386174,Видеокамера Apple NT-127659,1,49992
2024-06-09,1353300,Ноутбук Apple ML-141035,260,51542
2024-02-03,1781727,Ноутбук Apple PR-350249,270,14868
2024-02-08,2407036,Видеокамера Xiaomi DL-317237,85,15553
2024-01-12,1496764,Ноутбук Honor NT-10399,116,74505
2024-04-02,410253,Компьютер Apple PR-17546,361,75616
2024-07-13,1717217,Компьютер Apple MS-472090,440,39556
2024-01-11,484632,Компьютер Samsung DL-355222,443,71496
2024-07-06,1663599,Компьютер Huawei MS-63093,468,24894
2024-04-05,2493382,Телевизор Xiaomi DL-401482,358,74050
2024-02-04,1583377,Стереосистема Samsung PR-161719,147,47265
2024-02-02,2863978,Стереосистема Huawei NT-86152,337,73354
2024-03-06,2186546,Ноутбук Apple MS-287844,483,36471
2024-04-04,2986293,Компьютер Xiaomi DL-257533,338,50246
2024-02-06,2386783,Стереосистема Huawei NT-425845,14,60313
2024-07-05,517264,Видеокамера Lenovo DL-45187,207,47484
2024-07-02,1681266,Телевизор Lenovo DL-264661,359,50991
2024-05-11,2293326,Ноутбук Honor PR-498787,156,59380
2024-06-07,2703576,Телевизор Samsung MS-464115,21,78201
2024-05-08,2409712,Телевизор Samsung ML-409721,296,31457
2024-04-11,119342,Компьютер Apple ML-348019,279,13814
2024-04-13,944599,Компьютер Honor PR-206967,100,16334
2024-01-03,1864914,Телевизор Samsung DL-172674,398,67645
2024-03-04,556489,Видеокамера Samsung MS-221981,129,59450
2024-06-13,1927205,Телевизор Samsung NT-204857,177,31672
2024-06-11,1965991,Телевизор Honor MS-296431,290,22530
2024-03-12,2603820,Компьютер Huawei NT-344290,167,53023
2024-02-03,123293,Телевизор Xiaomi WF-129189,344,42765
2024-04-01,366512,Видеокамера Apple ML-457726,224,69570
2024-01-03,2588913,Ноутбук Huawei PR-297901,62,39835
2024-07-05,2451943,Телевизор Xiaomi DL-472133,127,43118
2024-04-09,1051707,Видеокамера Huawei ML-34073,482,66714
2024-02-13,2478568,Ноутбук Apple NT-422261,316,62528
2024-05-08,155399,Компьютер Lenovo MS-443608,350,28447
2024-01-05,1147475,Компьютер Xiaomi NT-407615,254,41658
2024-04-01,2600235,Ноутбук Honor WF-446600,65,56876
2024-07-11,2681553,Телевизор Huawei DL-46273,174,17274
2024-04-02,2696718,Видеокамера Samsung WF-182152,196,57249
2024-06-08,2331659,Стереосистема Honor WF-457821,89,68980
2024-05-05,2471608,Телевизор Apple NT-199741,101,61983
2024-04-11,664028,Видеокамера Apple NT-204620,124,30058
2024-02-11,2957878,Стереосистема Huawei DL-69976,413,73408
2024-02-07,1819331,Телевизор Samsung PR-231137,353,55541
2024-05-03,874792,Стереосистема Honor DL-369596,132,32774
2024-04-13,811377,Телевизор Samsung PR-272593,382,43586
2024-03-10,59214,Видеокамера Lenovo WF-293456,358,45092
2024-07-07,375960,Компьютер Apple MS-275680,89,11977
2024-05-13,2285341,Ноутбук Lenovo WF-416576,45,16399
2024-07-13,2479653,Стереосистема Huawei WF-418845,109,35188
2024-05-11,2009430,Ноутбук Lenovo MS-211377,119,54931
2024-04-12,1579650,Стереосистема Huawei DL-225846,340,47490
2024-02-10,97954,Телевизор Xiaomi NT-218443,346,49981
2024-01-04,84192,Компьютер Lenovo MS-304011,430,64495
2024-06-10,2675404,Видеокамера Xiaomi DL-365983,66,72906
2024-04-13,224771,Видеокамера Xiaomi MS-289463,452,74609
2024-04-05,317999,Видеокамера Apple MS-395431,485,11695
2024-05-04,1801008,Ноутбук Honor DL-317948,474,73541
2024-06-01,1788805,Компьютер Xiaomi PR-491427,127,53929
2024-07-12,58443,Стереосистема Samsung DL-288708,43,48250
2024-03-09,2666034,Ноутбук Lenovo NT-73105,400,46058
2024-06-09,881190,Ноутбук Apple ML-138470,210,55391
2024-05-08,562196,Ноутбук Apple DL-472196,278,16700
2024-05-01,2071226,Стереосистема Samsung MS-335803,26,15860
2024-07-12,1151783,Ноутбук Samsung MS-491173,477,77229
2024-03-07,2661132,Видеокамера Samsung WF-40860,234,46484
2024-05-09,26322,Телевизор Samsung PR-221439,99,48688
2024-06-02,2027104,Стереосистема Lenovo NT-442786,88,63725
2024-03-06,2797016,Видеокамера Apple MS-370897,324,42659
2024-03-01,46043,Компьютер Huawei NT-391011,98,48574
2024-02-06,1121853,Видеокамера Xiaomi ML-241609,64,52075
2024-05-05,141835,Компьютер Honor ML-54317,231,69637
2024-07-02,1511041,Телевизор Lenovo PR-342972,275,78003
2024-01-01,1303590,Ноутбук Honor DL-458573,199,20567
2024-02-08,2708518,Компьютер Samsung NT-207476,315,20378
2024-06-07,1558351,Ноутбук Huawei ML-170202,265,65178
2024-03-13,1473066,Компьютер Lenovo MS-69172,122,77119
2024-03-04,365537,Ноутбук Lenovo WF-404253,266,38957
2024-03-04,2341296,Телевизор Huawei WF-49355,421,72709
2024-05-06,2448494,Компьютер Huawei ML-453577,194,31060
2024-01-13,1246551,Телевизор Samsung ML-115099,434,51700
2024-05-05,1417523,Ноутбук Huawei WF-20051,486,39949
2024-04-11,1510691,Видеокамера Apple DL-207397,85,53365
2024-07-03,2684701,Ноутбук Lenovo ML-351023,470,40667
2024-02-09,770198,Компьютер Samsung MS-314895,118,26395
2024-07-12,1307015,Стереосистема Samsung PR-95758,22,59280
2024-03-12,97279,Компьютер Honor ML-173280,460,78712
2024-01-08,1035046,Компьютер Honor MS-297171,385,64624
2024-01-02,2634080,Телевизор Xiaomi ML-316935,158,10627
2024-05-02,450352,Видеокамера Honor ML-435898,348,48658
2024-07-11,1622153,Видеокамера Apple PR-230875,456,14396
2024-04-07,2865451,Видеокамера Apple WF-357539,227,58006
2024-07-04,285031,Ноутбук Honor PR-345890,418,75825
2024-06-11,2313375,Стереосистема Xiaomi DL-472705,373,21735
2024-06-04,2858833,Видеокамера Huawei DL-28167,425,36207
2024-02-13,1857989,Стереосистема Apple NT-343113,39,42756
2024-04-02,1619550,Компьютер Lenovo NT-359207,409,52890
2024-05-09,437204,Видеокамера Samsung WF-91599,299,69834
2024-01-06,1972234,Видеокамера Honor WF-263107,406,29022
2024-02-08,1719538,Телевизор Samsung DL-278454,369,67560
2024-05-11,1911362,Видеокамера Lenovo NT-382645,376,16800
2024-06-02,2638031,Видеокамера Huawei MS-241918,100,39325
2024-07-12,1886326,Компьютер Apple WF-78995,471,77889
2024-04-08,1521120,Ноутбук Xiaomi PR-396865,316,15913
2024-05-06,2098906,Телевизор Lenovo WF-148729,181,41420
2024-06-03,1594613,Телевизор Samsung WF-364604,298,41173
2024-05-07,1542435,Видеокамера Samsung ML-419335,333,55959
2024-03-10,2152810,Компьютер Lenovo MS-268978,114,21608
2024-02-13,2610513,Компьютер Huawei ML-67319,490,62233
2024-01-01,961928,Стереосистема Huawei DL-240084,230,64093
2024-05-02,2545098,Ноутбук Lenovo DL-476269,287,62473
2024-07-08,1792013,Компьютер Honor WF-417756,150,60715
2024-07-08,774443,Компьютер Apple NT-471893,120,78643
2024-02-13,1340038,Видеокамера Huawei ML-238607,197,28987
2024-07-05,1089192,Компьютер Xiaomi DL-21651,376,64044
2024-03-05,116973,Компьютер Huawei ML-271620,369,10884
2024-01-08,965715,Компьютер Xiaomi MS-176228,306,37171
2024-03-05,661003,Ноутбук Honor DL-179063,195,28224
2024-04-01,1959013,Видеокамера Honor PR-371882,88,41761
2024-06-11,1255289,Видеокамера Samsung MS-353465,150,64946
2024-07-10,2020553,Телевизор Huawei MS-491615,215,36131
2024-02-06,670663,Стереосистема Xiaomi NT-408818,337,69827
2024-02-06,2153321,Телевизор Huawei DL-239024,266,37523
2024-01-04,2153928,Стереосистема Samsung NT-217901,149,20036
2024-03-05,2911920,Стереосистема Apple ML-490371,56,79238
2024-02-11,167228,Компьютер Xiaomi ML-349810,62,58949
2024-05-07,1878870,Телевизор Honor PR-79323,63,53332
2024-02-05,52163,Компьютер Honor DL-31475,117,61186
2024-04-02,940049,Ноутбук Samsung NT-230001,69,60560
2024-06-05,9392,Компьютер Xiaomi WF-128498,29,18941
2024-05-11,2114804,Ноутбук Xiaomi MS-454750,162,62797
2024-07-10,1929662,Стереосистема Apple NT-286422,232,28891
2024-06-12,778339,Стереосистема Apple ML-336309,206,16842
2024-02-08,2274250,Компьютер Huawei MS-31493,488,28736
2024-03-08,315309,Видеокамера Apple DL-458466,338,50361
2024-06-03,1301233,Компьютер Huawei WF-58442,292,10413
2024-03-11,1157894,Телевизор Honor MS-349678,378,22486
2024-05-11,1542415,Компьютер Samsung DL-334097,248,61993
2024-05-12,2090909,Ноутбук Honor NT-401093,498,64958
2024-03-09,2828112,Телевизор Apple PR-392534,493,37240
2024-06-13,2321362,Телевизор Apple ML-454246,498,36994
2024-06-13,906221,Телевизор Apple DL-127794,67,39029
2024-05-12,2730756,Стереосистема Xiaomi ML-301839,461,64033
2024-03-12,2123342,Компьютер Honor NT-286669,175,46765
2024-02-01,1731630,Стереосистема Honor WF-473227,350,64015
2024-03-06,1013840,Стереосистема Honor NT-26973,251,17581
2024-01-11,249603,Компьютер Honor WF-415816,275,34078
2024-07-11,23520,Видеокамера Lenovo ML-411299,153,32244
2024-06-07,875265,Ноутбук Samsung WF-263514,424,66292
2024-03-12,542621,Ноутбук Samsung PR-143257,31,35388
2024-02-03,2767307,Компьютер Lenovo MS-172030,27,17310
2024-04-09,694102,Стереосистема Apple PR-229960,49,15540
2024-05-12,1112892,Компьютер Xiaomi NT-319452,354,62092
2024-04-10,2494988,Видеокамера Honor PR-378912,456,21572
2024-06-09,149811,Ноутбук Honor MS-16239,318,31628
2024-05-03,1260494,Компьютер Xiaomi WF-250373,16,72667
2024-03-13,1529524,Компьютер Xiaomi WF-269491,32,68601
2024-06-12,2859976,Телевизор Huawei MS-486503,154,43450
2024-06-11,2130998,Компьютер Xiaomi WF-347256,462,51660
2024-03-03,2501834,Компьютер Honor ML-446011,352,70280
2024-06-01,187364,Компьютер Xiaomi MS-316892,31,25225
2024-02-10,567263,Телевизор Lenovo NT-468163,16,37835
2024-02-05,2348194,Телевизор Apple DL-328613,328,44890
2024-04-02,78234,Видеокамера Apple WF-218104,156,11430
2024-04-13,2388099,Телевизор Huawei NT-84292,31,62795
2024-01-07,2893178,Телевизор Samsung PR-479535,210,49439
2024-01-13,1464311,Компьютер Apple NT-163052,275,47320
2024-03-08,2387770,Видеокамера Apple ML-61576,225,34384
2024-04-03,1955629,Компьютер Apple DL-453534,145,66198
2024-04-13,1080180,Компьютер Lenovo NT-305655,415,25940
2024-05-02,2967071,Телевизор Lenovo WF-68977,143,48535
2024-05-01,968485,Телевизор Xiaomi PR-378258,337,79424
2024-04-01,1735238,Ноутбук Samsung MS-46996,386,58399
2024-05-08,1267642,Телевизор Samsung WF-371424,87,36288
2024-03-05,2173227,Стереосистема Honor NT-307089,445,46003
2024-03-11,1261861,Видеокамера Samsung WF-34015,161,72986
2024-07-01,1891918,Телевизор Huawei NT-322486,372,69360
2024-04-05,1283764,Телевизор Lenovo MS-115676,68,50554
2024-06-12,1715659,Телевизор Apple DL-199064,1,49309
2024-06-06,1442439,Телевизор Samsung WF-338908,420,14269
