Date,UserID,Product,Count,Price
2024-04-09,794259,Компьютер Huawei WF-281170,453,27000
2024-06-08,500007,Стереосистема Xiaomi PR-428041,156,66274
2024-03-02,2300695,Телевизор Xiaomi NT-55728,373,28375
2024-06-09,2908998,Телевизор Honor MS-34199,286,51259
2024-01-11,2100451,Телевизор Honor ML-73845,275,70314
2024-01-13,2219750,Телевизор Lenovo ML-74442,16,57312
2024-07-07,2087662,Стереосистема Apple PR-116157,396,48186
2024-05-11,2501521,Видеокамера Lenovo NT-106307,101,76577
2024-03-06,159134,Стереосистема Lenovo PR-361493,420,24331
2024-04-02,1025887,Компьютер Honor MS-270957,36,39099
2024-07-02,617120,Видеокамера Samsung WF-146024,82,73567
2024-04-04,2345064,Ноутбук Lenovo NT-13210,470,27253
2024-04-12,1351042,Стереосистема Huawei MS-417164,385,26702
2024-06-05,1186175,Телевизор Lenovo MS-340510,404,49476
2024-01-07,2821311,Компьютер Samsung MS-424311,66,54725
2024-04-07,2326730,Стереосистема Lenovo WF-427288,201,55886
2024-06-04,42072,Телевизор Huawei WF-462509,118,12085
2024-07-06,2292972,Стереосистема Xiaomi NT-149015,87,58880
2024-04-13,1406657,Стереосистема Samsung WF-410801,167,60948
2024-04-05,2000739,Телевизор Huawei PR-57304,412,57036
2024-03-05,2106900,Компьютер Apple WF-310000,330,16370
2024-04-08,2465183,Стереосистема Lenovo ML-110366,101,43445
2024-06-08,634821,Ноутбук Samsung NT-476154,234,14983
2024-06-07,2880853,Видеокамера Honor WF-192937,187,55940
2024-01-09,920515,Ноутбук Samsung NT-89191,361,11534
2024-07-12,1113861,Ноутбук Apple MS-362165,386,47804
2024-03-09,495245,Компьютер Apple MS-73880,107,60437
2024-07-01,1051182,Компьютер Honor WF-397199,250,40952
2024-01-07,1154329,Ноутбук Xiaomi NT-80378,402,67470
2024-07-04,2632598,Видеокамера Apple WF-143168,437,35218
2024-01-01,1480222,Компьютер Apple DL-17148,357,22085
2024-05-10,674268,Ноутбук Lenovo NT-45034,434,12099
2024-07-09,2085568,Телевизор Huawei PR-205450,149,69375
2024-07-03,2702276,Телевизор Xiaomi ML-312919,57,44631
2024-06-07,1145858,Телевизор Honor NT-118828,196,79341
2024-07-10,824322,Телевизор Xiaomi DL-448673,101,23145
2024-05-13,750783,Компьютер Samsung PR-374914,330,64468
2024-07-08,2161557,Компьютер Honor NT-270090,416,15456
2024-05-03,2324940,Ноутбук Lenovo MS-495780,244,12207
2024-02-01,608912,Стереосистема Xiaomi MS-88619,307,36387
2024-02-01,2913873,Ноутбук Apple WF-386159,191,34666
2024-04-01,825967,Телевизор Huawei MS-205042,248,61933
2024-03-06,551265,Компьютер Xiaomi PR-109868,491,22864
2024-03-09,2891167,Стереосистема Huawei NT-16620,33,36280
2024-05-06,76764,Ноутбук Lenovo MS-297877,283,65794
2024-01-10,1056650,Видеокамера Apple MS-391830,78,61010
2024-01-13,2897076,Видеокамера Honor DL-356466,403,43059
2024-03-07,651887,Компьютер Lenovo PR-142158,32,41603
2024-04-07,1566821,Видеокамера Huawei MS-340202,51,15927
2024-01-04,2059708,Ноутбук Xiaomi WF-224693,64,54400
2024-06-12,2461934,Стереосистема Honor NT-253197,485,41370
2024-05-04,735683,Видеокамера Huawei NT-30662,121,39397
2024-02-09,1395094,Компьютер Apple PR-131898,114,10062
2024-07-01,701788,Телевизор Honor NT-16679,98,27828
2024-01-12,808006,Телевизор Samsung NT-182364,446,60998
2024-02-01,1267055,Видеокамера Apple ML-271500,477,78588
2024-01-07,2839627,Ноутбук Xiaomi DL-106362,359,35912
2024-01-05,492267,Телевизор Honor PR-431409,62,36283
2024-05-08,1857337,Телевизор Honor WF-315167,324,10868
2024-03-02,490293,Компьютер Huawei WF-297097,242,25381
2024-02-01,327868,Телевизор Samsung MS-191449,175,47183
2024-02-12,2454030,Видеокамера Lenovo DL-231852,166,55863
2024-01-10,1697821,Компьютер Lenovo WF-394092,416,37762
2024-04-11,202284,Стереосистема Lenovo NT-101806,140,10756
2024-01-02,2596624,Телевизор Apple ML-458572,416,59288
2024-03-03,1183427,Стереосистема Apple MS-225356,142,40330
2024-02-08,2135414,Телевизор Huawei NT-169103,175,73699
2024-02-01,1939593,Телевизор Huawei MS-343512,172,67957
2024-05-03,2995436,Ноутбук Huawei NT-380458,147,29169
2024-07-04,395155,Телевизор Honor WF-20594,450,23074
2024-07-04,2865888,Стереосистема Honor WF-234574,367,43728
2024-01-13,2038519,Телевизор Lenovo NT-285528,195,52574
2024-03-09,183590,Ноутбук Lenovo WF-482331,306,11809
2024-03-12,2675966,Компьютер Honor ML-201319,173,56628
2024-06-03,617419,Телевизор Samsung WF-443964,459,28496
2024-04-02,640103,Видеокамера Samsung WF-330405,358,38525
2024-05-01,693867,Компьютер Xiaomi ML-125340,54,68818
2024-02-03,1596702,Ноутбук Apple PR-248687,198,53023
2024-01-11,1761286,Видеокамера Xiaomi ML-265379,100,77546
2024-02-13,2447191,Компьютер Apple DL-229160,37,63073
2024-04-11,1495581,Стереосистема Huawei DL-104853,387,63007
2024-01-10,2681402,Видеокамера Lenovo ML-152177,278,30280
2024-02-01,2162697,Стереосистема Honor MS-156717,201,56039
2024-02-12,700806,Телевизор Honor NT-233402,93,67523
2024-06-11,325854,Телевизор Xiaomi MS-455338,408,46624
2024-04-07,530494,Ноутбук Lenovo PR-276341,361,20896
2024-07-09,1366539,Телевизор Xiaomi WF-316054,333,61068
2024-03-05,2316650,Ноутбук Huawei MS-296032,233,45080
2024-07-11,2962064,Видеокамера Apple PR-118965,41,18222
2024-01-06,1109303,Ноутбук Apple ML-310168,118,28544
2024-07-06,1680621,Видеокамера Huawei WF-168131,134,43299
2024-02-06,2845945,Видеокамера Huawei DL-305225,405,71698
2024-01-07,673715,Телевизор Apple MS-436080,434,25363
2024-02-05,2845277,Стереосистема Samsung DL-31092,227,23724
2024-06-10,1562851,Видеокамера Honor PR-340460,184,13083
2024-02-10,1783619,Стереосистема Xiaomi NT-490522,38,74737
2024-03-11,2666680,Компьютер Apple ML-340658,324,20324
2024-04-09,2856706,Видеокамера Apple MS-80409,175,48633
2024-02-13,545560,Видеокамера Apple WF-221914,482,76282
2024-04-03,987327,Стереосистема Xiaomi DL-264896,157,59621
2024-02-12,549771,Видеокамера Honor PR-214620,481,25822
2024-03-02,1066469,Ноутбук Lenovo MS-112778,184,35340
2024-03-09,90427,Стереосистема Honor DL-86470,267,32209
2024-05-03,1315955,Стереосистема Apple NT-158784,324,73923
2024-03-05,2711906,Стереосистема Samsung PR-396670,201,54438
2024-05-06,2923979,Стереосистема Huawei DL-244819,499,51238
2024-02-02,519130,Стереосистема Honor MS-101839,339,12918
2024-02-03,2409820,Стереосистема Apple MS-424414,433,41074
2024-02-10,2725013,Компьютер Honor WF-488236,277,44574
2024-05-11,2518972,Телевизор Honor PR-287621,447,74192
2024-07-04,255613,Ноутбук Lenovo ML-90334,283,29640
2024-05-06,1044173,Стереосистема Xiaomi MS-495610,253,35181
2024-07-09,1842964,Компьютер Huawei PR-397963,140,39290
2024-03-11,1362463,Стереосистема Samsung DL-14485,369,14185
2024-02-04,1733172,Видеокамера Huawei ML-113368,480,64105
2024-02-07,261554,Ноутбук Samsung NT-141247,59,32109
2024-06-12,273701,Стереосистема Xiaomi ML-100995,156,60471
2024-05-06,1359233,Стереосистема Samsung WF-269141,275,36981
2024-05-02,988820,Стереосистема Samsung WF-173673,12,32118
2024-03-04,1772332,Видеокамера Apple ML-90732,431,70886
2024-07-07,330629,Стереосистема Xiaomi DL-142131,302,46611
2024-03-02,2928243,Компьютер Samsung DL-279884,246,24513
2024-07-09,663783,Компьютер Samsung DL-353220,455,30284
2024-02-04,1834854,Стереосистема Honor ML-186274,273,18351
2024-01-12,1481018,Телевизор Huawei DL-112443,258,64411
2024-06-13,1925217,Телевизор Lenovo ML-286880,3,32232
2024-01-13,606165,Стереосистема Honor DL-457768,138,25968
2024-04-08,1142928,Ноутбук Honor MS-291567,31,66964
2024-05-02,2863616,Ноутбук Huawei NT-267705,183,10460
2024-04-04,1408222,Стереосистема Xiaomi NT-238629,355,72131
2024-01-04,2766626,Компьютер Samsung MS-174283,293,31381
2024-03-01,838584,Ноутбук Huawei DL-448763,89,54157
2024-03-07,1542907,Стереосистема Lenovo WF-45205,201,20873
2024-07-13,736167,Телевизор Honor PR-58961,473,53964
2024-05-01,1514118,Стереосистема Apple ML-93419,206,26912
2024-04-06,826290,Ноутбук Huawei DL-478167,187,33878
2024-03-05,1702578,Видеокамера Xiaomi NT-147549,28,21779
2024-06-10,662130,Стереосистема Apple DL-330756,269,67387
2024-01-06,1965568,Стереосистема Lenovo DL-435981,408,63742
2024-04-12,350466,Компьютер Xiaomi WF-391067,456,54477
2024-01-09,390244,Видеокамера Huawei NT-155245,488,78958
2024-06-11,2351737,Компьютер Xiaomi PR-127092,378,35795
2024-07-07,2549070,Стереосистема Lenovo MS-324582,123,60868
2024-01-11,1113932,Видеокамера Honor DL-477087,250,51058
2024-04-03,310356,Компьютер Huawei ML-125495,271,39384
2024-01-06,2957671,Видеокамера Apple WF-251910,407,14664
2024-02-11,393614,Телевизор Lenovo ML-127677,149,31471
2024-01-11,1200061,Телевизор Honor WF-175468,289,40418
2024-04-09,2929500,Стереосистема Xiaomi ML-427026,340,44517
2024-02-05,92473,Телевизор Apple ML-123408,283,76326
2024-07-02,1343041,Стереосистема Honor NT-321800,266,10811
2024-07-07,972038,Стереосистема Apple WF-240586,377,23846
2024-07-12,409328,Видеокамера Apple PR-484434,195,33762
2024-01-13,484672,Видеокамера Apple ML-142416,72,29026
2024-07-13,2852562,Компьютер Huawei PR-159399,118,18357
2024-03-01,53789,Компьютер Lenovo WF-372154,183,14680
2024-02-06,827742,Стереосистема Huawei PR-269994,476,65062
2024-05-12,387228,Видеокамера Apple DL-275752,325,74064
2024-03-06,222,Компьютер Xiaomi DL-445705,182,41971
2024-01-03,2688083,Телевизор Honor MS-215943,252,12447
2024-07-04,577628,Ноутбук Huawei DL-242331,492,10523
2024-04-01,2187070,Видеокамера Lenovo WF-95295,430,42653
2024-03-08,1763163,Компьютер Lenovo MS-451584,67,50878
2024-04-06,1562474,Стереосистема Xiaomi MS-495009,178,23057
2024-07-01,2680156,Видеокамера Xiaomi ML-119589,236,60267
2024-03-02,2736763,Стереосистема Lenovo PR-183793,309,11785
2024-02-10,298455,Компьютер Huawei DL-132040,296,51888
2024-05-03,1025385,Телевизор Samsung DL-309101,143,37994
2024-05-11,529395,Стереосистема Apple ML-420277,275,58544
2024-03-09,1739311,Телевизор Huawei PR-363197,181,12922
2024-02-08,1183384,Ноутбук Apple WF-469737,489,32005
2024-07-07,2843013,Телевизор Lenovo WF-97006,275,65254
2024-01-11,622478,Компьютер Apple PR-254190,258,26349
2024-06-08,2591532,Телевизор Apple DL-311580,424,78988
2024-01-11,2909401,Стереосистема Samsung ML-469561,287,46963
2024-07-09,2433185,Видеокамера Apple ML-437630,339,66333
2024-06-05,1297870,Стереосистема Apple NT-134904,343,62873
2024-06-12,1469790,Ноутбук Apple MS-200043,55,58156
2024-01-10,571108,Стереосистема Samsung DL-345301,200,59463
2024-03-04,109299,Компьютер Huawei PR-331009,389,52186
2024-06-12,755174,Стереосистема Apple NT-136923,53,25199
2024-07-01,2618510,Стереосистема Huawei DL-56663,314,43061
2024-03-02,2802242,Ноутбук Apple ML-492438,216,24862
2024-07-08,2812773,Стереосистема Xiaomi PR-420574,270,54403
2024-01-06,2453049,Ноутбук Lenovo ML-153014,369,33234
2024-02-07,1199035,Видеокамера Apple PR-282954,357,50640
2024-07-09,462254,Телевизор Huawei ML-262349,427,65400
2024-01-06,1982304,Стереосистема Honor MS-364455,411,72437
2024-07-04,1984597,Ноутбук Apple MS-15408,62,60065
2024-01-03,2694692,Компьютер Apple PR-483453,477,60057
2024-05-06,2371247,Стереосистема Xiaomi MS-22480,470,29900
2024-04-08,1781490,Телевизор Xiaomi PR-223697,323,76719
2024-04-10,1691098,Видеокамера Huawei ML-227293,36,35912
2024-03-13,2078992,Телевизор Xiaomi ML-310955,21,76610
2024-07-11,1173080,Стереосистема Apple NT-491372,475,27272
2024-01-02,11809,Ноутбук Huawei ML-156017,107,30009
2024-03-03,680243,Компьютер Lenovo MS-197039,491,74173
2024-03-08,427209,Видеокамера Lenovo NT-384417,306,67823
2024-05-09,1354999,Стереосистема Apple DL-169710,128,17480
2024-03-06,1177637,Видеокамера Xiaomi PR-388407,38,64003
2024-04-01,879174,Видеокамера Apple ML-21282,248,40887
2024-07-01,555881,Ноутбук Xiaomi DL-446171,181,77347
2024-02-08,790686,Стереосистема Samsung MS-260160,277,19808
2024-06-01,579052,Ноутбук Xiaomi WF-245602,64,37024
2024-05-03,719038,Телевизор Apple NT-369951,200,63292
2024-01-02,744372,Ноутбук Lenovo WF-144149,269,17463
2024-05-05,1385787,Компьютер Lenovo NT-344792,42,72033
2024-03-02,699754,Видеокамера Huawei NT-387059,76,49830
2024-05-09,2960309,Стереосистема Samsung DL-342355,325,73469
2024-01-09,49253,Стереосистема Lenovo DL-28563,173,23850
2024-03-11,1654272,Видеокамера Apple NT-195653,478,23744
2024-06-09,1611396,Видеокамера Apple DL-480936,500,13235
2024-03-09,2023307,Телевизор Apple DL-138018,77,39472
2024-06-05,936771,Компьютер Xiaomi PR-128990,301,69378
2024-03-04,1230861,Компьютер Huawei DL-9247,45,68973
2024-05-06,1370520,Телевизор Huawei NT-431561,274,55170
2024-03-09,107222,Стереосистема Honor ML-160661,186,39227
2024-04-01,1800975,Видеокамера Xiaomi NT-281878,264,40547
2024-04-04,873932,Ноутбук Apple MS-129186,431,12516
2024-03-08,943830,Компьютер Samsung ML-220930,448,15630
2024-05-12,2054919,Телевизор Samsung ML-79894,294,41827
2024-03-13,1128022,Компьютер Honor DL-251487,99,50114
2024-01-13,199434,Телевизор Apple WF-474663,229,19686
2024-01-01,339651,Видеокамера Lenovo WF-471921,395,25189
2024-07-07,1793032,Ноутбук Lenovo MS-35960,273,65458
2024-01-05,1831499,Телевизор Huawei WF-324376,365,72455
2024-03-13,874124,Ноутбук Samsung MS-424861,351,77339
2024-06-05,2189935,Ноутбук Apple WF-256163,112,20727
2024-05-07,2973203,Ноутбук Huawei NT-204149,400,79308
2024-05-01,2287304,Стереосистема Lenovo ML-2357,117,21640
2024-03-04,132613,Телевизор Huawei DL-309392,375,78323
2024-03-08,2355380,Телевизор Xiaomi PR-97322,419,53101
2024-02-09,2268647,Стереосистема Honor NT-176209,484,30822
2024-03-01,2951792,Стереосистема Apple DL-186166,399,59826
2024-01-03,407541,Ноутбук Samsung PR-176533,458,21288
2024-05-02,2246939,Видеокамера Huawei DL-160589,288,47651
2024-01-09,1519976,Стереосистема Huawei DL-389252,131,21425
2024-05-03,2539455,Компьютер Huawei PR-334717,119,70449
2024-02-08,152042,Стереосистема Apple PR-37832,126,63647
2024-07-01,2263343,Видеокамера Xiaomi MS-459493,255,45465
2024-02-02,2912574,Компьютер Huawei WF-443376,280,71300
2024-02-12,1183978,Видеокамера Xiaomi WF-476812,270,17101
2024-01-01,36538,Видеокамера Lenovo DL-134190,314,24153
2024-05-04,2590079,Компьютер Huawei DL-479098,72,79312
2024-01-12,299366,Видеокамера Huawei MS-409432,282,63284
2024-07-11,2803757,Телевизор Apple WF-128493,329,47718
2024-06-06,1359832,Стереосистема Samsung WF-137691,29,50473
2024-01-05,2006762,Компьютер Honor WF-103435,70,68758
2024-04-08,1159439,Компьютер Xiaomi DL-409479,190,57376
2024-03-13,1500551,Телевизор Xiaomi NT-288388,401,30960
2024-05-05,456051,Видеокамера Huawei DL-394981,274,19945
2024-03-06,929396,Стереосистема Lenovo MS-488174,319,39422
2024-06-04,1240839,Стереосистема Samsung NT-325803,117,50404
2024-07-01,1946183,Телевизор Apple DL-304633,303,11035
2024-02-07,2726352,Стереосистема Apple DL-333519,498,42362
2024-06-04,2675717,Видеокамера Huawei DL-490983,16,55846
2024-02-07,2284300,Стереосистема Xiaomi DL-451724,141,11668
2024-02-13,499444,Стереосистема Apple NT-102399,61,66303
2024-07-01,951911,Ноутбук Xiaomi DL-7042,135,68397
2024-07-07,1479432,Компьютер Huawei WF-82242,33,10017
2024-03-11,2062405,Телевизор Huawei NT-484665,294,44447
2024-01-10,540710,Стереосистема Lenovo WF-50248,107,22086
2024-04-05,728832,Ноутбук Xiaomi DL-467597,492,40910
2024-01-05,1806659,Телевизор Honor ML-454685,165,25117
2024-06-10,2848419,Стереосистема Apple ML-464466,295,31145
2024-05-11,75910,Телевизор Honor DL-81687,332,53826
2024-01-11,646868,Компьютер Samsung MS-255172,202,37908
2024-02-07,2193955,Компьютер Samsung ML-488102,361,45503
2024-04-10,388469,Видеокамера Lenovo MS-418027,392,59780
2024-07-02,465875,Ноутбук Apple NT-454924,318,64114
2024-02-07,2678293,Стереосистема Honor DL-26098,214,34314
2024-06-04,2913343,Ноутбук Xiaomi PR-9390,497,30289
2024-04-02,2251372,Ноутбук Samsung NT-434139,388,75824
2024-01-05,532727,Стереосистема Huawei WF-443400,81,31650
2024-04-05,144429,Телевизор Xiaomi WF-193772,353,11731
2024-07-13,1520395,Ноутбук Samsung MS-3539,355,43042
2024-01-12,870222,Стереосистема Huawei WF-246509,472,57374
2024-05-03,2795274,Видеокамера Huawei PR-363802,239,66529
2024-02-03,2168765,Видеокамера Huawei MS-302845,470,39080
2024-07-09,2993995,Компьютер Lenovo DL-81393,461,54086
2024-06-13,2881646,Видеокамера Huawei DL-222301,295,67601
2024-06-11,502088,Компьютер Lenovo MS-83623,138,59717
2024-01-06,1325144,Видеокамера Lenovo MS-370398,132,41076
2024-06-10,551060,Ноутбук Huawei MS-111795,62,14873
2024-02-04,706467,Видеокамера Lenovo ML-289725,338,61869
2024-05-10,263669,Видеокамера Honor DL-289004,305,10443
2024-01-02,2763573,Компьютер Samsung PR-374430,139,28631
2024-05-11,187492,Стереосистема Huawei ML-455024,25,71634
2024-01-07,2921985,Ноутбук Huawei ML-308292,337,22030
2024-06-09,563274,Ноутбук Apple PR-310507,403,57264
2024-07-12,2168127,Стереосистема Honor ML-44233,61,55946
2024-01-12,2503263,Компьютер Huawei MS-484077,139,49095
2024-05-09,52350,Телевизор Honor MS-393927,149,45866
2024-01-07,1913198,Видеокамера Lenovo ML-309243,81,12344
2024-06-03,1470718,Компьютер Huawei ML-433581,210,78133
2024-07-04,16740,Телевизор Samsung PR-15671,156,51108
2024-05-11,630224,Компьютер Apple PR-487775,342,22037
2024-01-07,1402263,Ноутбук Huawei MS-264200,171,24272
2024-03-04,1702750,Телевизор Honor ML-359030,206,40224
2024-02-09,2769850,Ноутбук Honor WF-443672,171,64981
2024-01-05,2150397,Телевизор Apple MS-17441,29,47047
2024-05-11,673264,Ноутбук Lenovo ML-224807,419,51056
2024-03-12,2575587,Компьютер Apple DL-6407,328,11906
2024-05-09,1028259,Видеокамера Huawei PR-338530,41,65076
2024-03-13,2408840,Ноутбук Honor PR-100155,220,60053
2024-01-07,1631841,Видеокамера Lenovo PR-491515,450,20100
2024-01-04,2135196,Стереосистема Huawei WF-453409,115,42485
2024-07-13,2569756,Видеокамера Samsung NT-462107,47,60441
2024-02-03,1906341,Телевизор Honor DL-384916,72,28489
2024-06-06,531092,Телевизор Apple NT-284893,161,32831
2024-06-01,2010652,Стереосистема Huawei MS-42628,201,66105
2024-07-03,2137264,Стереосистема Lenovo WF-27480,349,56733
2024-07-06,193191,Телевизор Xiaomi NT-425935,211,58936
2024-01-06,100594,Ноутбук Xiaomi ML-89449,55,21800
2024-05-10,647939,Компьютер Samsung DL-28680,193,76259
2024-06-03,1634968,Ноутбук Xiaomi PR-186852,493,58702
2024-02-13,2946161,Телевизор Honor NT-311965,303,12659
2024-02-03,1084549,Ноутбук Huawei DL-346246,257,40803
2024-05-02,864009,Ноутбук Lenovo DL-115738,196,75600
2024-05-12,2972891,Видеокамера Huawei DL-499635,79,35684
2024-02-12,2585024,Компьютер Huawei ML-282002,177,78535
2024-04-06,707659,Видеокамера Huawei ML-466167,421,73002
2024-02-10,1424034,Видеокамера Apple WF-77235,243,14852
2024-02-04,121308,Ноутбук Xiaomi MS-445287,70,52166
2024-03-07,782816,Видеокамера Xiaomi MS-468447,73,45180
2024-03-13,2978639,Видеокамера Apple PR-257710,162,52814
2024-05-04,1760881,Телевизор Samsung ML-228570,4,64386
2024-04-09,2997541,Компьютер Huawei PR-281620,303,23245
2024-05-10,591901,Стереосистема Xiaomi ML-319620,196,51706
2024-03-04,527203,Телевизор Samsung DL-490747,364,54146
2024-06-11,1428567,Видеокамера Apple WF-291283,82,66736
2024-06-06,1052887,Компьютер Apple WF-264944,369,44752
2024-01-07,2069473,Видеокамера Xiaomi PR-318719,198,29279
2024-07-07,2268293,Компьютер Apple MS-122318,53,51653
2024-05-07,282093,Компьютер Huawei NT-123549,415,67370
2024-06-04,2184950,Компьютер Honor NT-434683,54,21217
2024-05-13,2632396,Телевизор Samsung DL-470644,99,55409
2024-02-07,2865430,Ноутбук Samsung NT-61063,36,59737
2024-03-09,1014478,Стереосистема Lenovo NT-273117,336,21934
2024-04-13,568172,Компьютер Honor DL-327644,30,51356
2024-07-11,91133,Стереосистема Xiaomi WF-340166,50,50329
2024-06-06,1419943,Видеокамера Samsung ML-371173,185,27055
2024-07-05,2550725,Стереосистема Xiaomi NT-177319,319,65558
2024-07-01,2917824,Видеокамера Xiaomi PR-408396,4,40985
2024-03-09,172083,Компьютер Xiaomi DL-429003,381,73846
2024-06-11,2110920,Телевизор Lenovo ML-29781,439,25302
2024-06-11,1212714,Стереосистема Samsung NT-421792,256,54874
2024-01-02,1324175,Видеокамера Huawei WF-240190,156,71105
2024-03-08,1559019,Компьютер Samsung MS-152579,383,12001
2024-01-08,488981,Ноутбук Samsung MS-479386,266,69831
2024-03-03,991899,Видеокамера Honor ML-30589,119,79932
2024-04-04,325614,Стереосистема Xiaomi MS-112511,228,55838
2024-03-05,841202,Телевизор Honor NT-386987,103,56236
2024-07-09,280488,Видеокамера Huawei WF-487311,61,52090
2024-03-12,373210,Видеокамера Samsung PR-385188,143,57111
2024-03-04,582587,Ноутбук Samsung MS-370911,64,75221
2024-04-01,1610075,Компьютер Lenovo WF-173336,289,21468
